15722,59,37,1823,1862,Władysław Syrokomla
1481,6,4,1823,1855,Hiram A. Wright
5715,95,84,1823,1912,Royal C. Taft
2915,49,45,1823,1884,James Gopsill
3773,77,68,1823,1904,David Breakenridge Read
16550,29,16,1823,1894,Louis Martin and Marie-Azélie Guérin
13485,236,141,1823,1891,Leopold Kronecker
5445,11,3,1823,1888,Jan Simon Gerardus Gramberg
5480,10,9,1823,1902,Charles Kent (English writer)
9467,20,10,1823,1908,James Oliver (inventor)
4195,9,4,1823,-9999,Neil Mathieson
3902,34,18,1823,1899,Heymann Steinthal
2428,10,7,1823,1886,Silas Sanderson
3208,8,6,1823,1894,Carlo Felice Biscarra
3851,22,14,1823,1891,Elliott M. Braxton
20137,37,26,1823,1907,John Kells Ingram
2141,7,4,1823,1883,Edward Vickery
4239,8,5,1823,1889,William H. Kent
5794,15,8,1823,1912,Philip Augustus Marquam
41529,486,388,1823,1892,Ernest Renan
2454,10,7,1823,1874,Peter Engelmann
2058,9,4,1823,1867,Frank Lewis Dowling
4712,4,2,1823,1887,Dean Jewett Locke
1838,5,2,1823,-9999,Bernard Kelly (American politician)
4792,32,19,1823,1893,James Black (prohibitionist)
1263,7,4,1823,1874,John Watkins (photographer)
2299,41,32,1823,1878,Addison H. Laflin
4383,436,430,1823,1862,Goldsmith Bailey
3670,11,7,1823,1887,Oliver Hoyt
8767,73,61,1823,1882,Robert Morris (lawyer)
9443,21,11,1823,1902,Mother Joseph Pariseau
1425,68,62,1823,1894,Hans Daniel Johan Wallengren
5666,9,6,1823,1903,Godfrey Thring
3852,9,8,1823,1906,Edward Hull (watercolourist)
1243,5,1,1823,-9999,Benjamin Van Blarcom
14548,35,12,1823,1891,John Marley (geologist)
3767,533,518,1823,1907,Benjamin W. Harris
3081,5,1,1823,1877,William Randall (cricketer)
2349,16,8,1823,1899,Nathaniel Everett Green
1730,6,5,1823,1884,Henry Case
8887,79,57,1823,1900,Jasper Francis Cropsey
5138,291,267,1823,1884,William H. Hunt
22558,14,11,1823,1885,Robert K. Byrd
9402,7,4,1823,1890,Henry Bennett (rose hybridizer)
6578,5,2,1823,1885,Hu Xueyan
11376,226,191,1823,1891,Joseph Leidy
2551,15,10,1823,1887,Albert Lindhagen
7060,37,22,1823,1899,Emma Hardinge Britten
2738,19,11,1823,1903,Julius Victor Carus
7149,207,191,1823,1891,Ahmed Vefik Pasha
3372,9,6,1823,1912,Henry Oakley
1936,11,7,1823,1908,Jørgen Breder Faye
7550,16,10,1823,1895,Gaston de Saporta
12913,72,57,1823,1890,Félix du Temple de la Croix
707,2,2,1823,1892,Alexandre Peyron
16825,83,65,1823,1897,Manuel Baquedano
3787,59,48,1823,1905,Pierre Garneau
12251,24,17,1823,1894,Worthington Curtis Smith
4301,19,13,1823,1843,Harriet Kawahinekipi
1062,6,2,1823,1863,William Mordecai Cooke, Sr.
1602,10,8,1823,1907,Henry Williams (New Zealand politician)
1656,13,11,1823,1879,Halvor Schou
9510,11,2,1823,1885,Franklin Archibald Dick
3612,13,9,1823,1881,Fairfax Cartwright
4184,28,19,1823,1886,Eduard Oscar Schmidt
8583,116,102,1823,1898,Thomas Nettleship Staley
2616,11,4,1823,1904,Charles Seaforth Stewart
4095,425,422,1823,1903,Rodney Wallace (Massachusetts)
1753,6,5,1823,1909,William Gale (painter)
8044,15,9,1823,1886,Hugh Stowell Brown
2415,7,6,1823,1892,Francesco Battaglini
3727,16,9,1823,1903,Saul Isaac
305,1,1,1823,1897,John Strange Jocelyn, 5th Earl of Roden
1899,26,18,1823,1895,José Antônio Saraiva
3140,22,15,1823,1876,Oliver James Dickey
7849,5,5,1823,1901,Jakob Erhardt
6432,28,17,1823,1909,William Harrell Felton
2359,437,432,1823,1906,Robert T. Davis
4900,11,9,1823,1905,Henry Eckford (horticulturist)
5307,15,11,1823,1895,W. S. Rockstro
22362,100,30,1823,1899,William Simpson (artist)
9641,33,23,1823,1887,Roswell S. Ripley
5075,10,4,1823,1892,Charles Burt
5233,7,5,1823,1902,Gideon W. Thompson
3254,13,10,1823,1872,Hovenden Hely
10351,20,12,1823,1884,Henry Conybeare
2433,4,3,1823,1897,Henry Stonex
6533,16,11,1823,1904,Robert Kerr (architect)
3167,61,52,1823,1897,Edward Walford
2447,6,6,1823,1904,Auguste François Le Jolis
2350,5,3,1823,1901,Godfried Guffens
4306,16,6,1823,1866,Riley E. Stratton
9662,267,249,1823,1895,John D. Imboden
3959,25,19,1823,1884,David O. Calder
2469,17,10,1823,-9999,John A. Humphrey
6516,7,2,1823,1881,Henry T. Titus
10872,143,127,1823,1901,Joseph LeConte
3594,55,49,1823,1904,Henry F. Teschemacher
17283,31,23,1823,1905,Joseph Edkins
2838,17,9,1823,1885,Aquila Walsh
2541,22,10,1823,1905,Florent Joseph Marie Willems
6118,17,7,1823,1905,Thomas Archer (pastoralist)
2557,5,4,1823,1918,Hermann David Weber
3148,17,7,1823,1870,Andrew Henry (VC)
3930,12,7,1823,1893,Karel Komzák I
3227,5,3,1823,1900,Chauncey Nye
1971,19,16,1823,1896,Kurmangazy Sagyrbayuly
3551,8,3,1823,1880,Moses Rintel
3005,9,7,1823,1892,Gerónima Montealegre
2731,12,9,1823,1901,Graham Graham-Montgomery
8056,115,102,1823,1904,William Adams (locomotive engineer)
7885,94,86,1823,1902,John Colton (politician)
3750,107,99,1823,1892,Otto van Rees
1174,8,7,1823,1908,Jules Roguin
4129,27,16,1823,1913,Horatio Nelson, 3rd Earl Nelson
864,6,3,1823,1904,Tobias Mealey
2683,6,4,1823,1912,Marie-Anne Walewska
2940,12,6,1823,1890,Alfred Rowland Chetham-Strode
6653,46,40,1823,1912,Jane S. Richards
2032,3,2,1823,1893,Dawson L. Kilgore
1927,6,3,1823,1893,Pietro Mansueto Ferrari
4447,12,4,1823,1867,William Brinton
6894,117,109,1823,1890,William Dunlap Simpson
2348,25,16,1823,1866,Georg Heinrich Mettenius
2560,40,25,1823,1886,Ivan Aksakov
2628,78,74,1823,1894,Frederick Halstead Teese
4643,18,12,1823,1902,Manuel S. Corley
1473,3,2,1823,1905,William Tecumseh Wilson
5473,39,36,1823,1889,Josias Leslie Porter
7774,90,83,1823,1901,Domenico Morelli
3119,27,16,1823,1887,Thomas Spencer Baynes
3126,5,4,1823,1886,Pascal Sébah
3681,46,35,1823,1910,Robert Boog Watson
1774,7,3,1823,1872,Louis Labrèche-Viger
3502,14,10,1823,1870,Robert Ridgway (congressman)
2715,32,22,1823,1894,Thomas R. Horton
4735,6,2,1823,1898,Mary Adams (educator)
5919,49,36,1823,1864,Li Xiucheng
5589,16,12,1823,1888,Michael Heilprin
5776,108,101,1823,1907,José Vicente Barbosa du Bocage
