7217,9,1752,1820,Pedro Andrés del Alcázar
3756,30,1752,1824,Edward Jones (harpist)
2819,20,1752,1823,Kate Barry
8119,51,1752,1803,Antoine de Bosc de la Calmette
3655,15,1752,1800,Johann David Schoepff
20458,84,1752,1821,John Swete
2881,7,1752,1825,Conrad Tanner
5351,19,1752,1806,Sir Richard Sullivan, 1st Baronet
2133,14,1752,1820,Simone Assemani
6441,97,1752,1793,John Webber
6058,71,1752,1835,Wade Hampton I
27716,181,1752,1844,Gabriel Duvall
4500,169,1752,1838,Nyi Ageng Serang
10153,15,1752,1838,Gerasim Zelić
1080,11,1752,1820,Michel de Cubières
2353,17,1752,1783,Juliane Reichardt
11790,86,1752,1843,Nathaniel Chipman
13883,14,1752,1815,William Lechmere
2281,14,1752,1819,William Stephens (judge)
10143,22,1752,1828,William Domett
6270,16,1752,1845,Michele Felice Cornè
8402,11,1752,1787,Robert de Lamanon
2110,9,1752,1817,Antoine Brice
5646,83,1752,1837,Niccolò Antonio Zingarelli
5513,6,1752,1818,Robert Carr Brackenbury
1635,13,1752,1784,Michael Hissmann
20393,49,1752,1826,John Milner (bishop)
5825,16,1752,1813,Pascual Ruiz Huidobro
3005,5,1752,1815,Joseph Anton Sambuga
2290,18,1752,1819,Charles Finch (MP)
8723,122,1752,1788,Infante Gabriel of Spain
15123,8,1752,1833,John Taylor (Baptist preacher)
4378,143,1752,1816,John Smith (New York politician born 1752)
2225,16,1752,1809,Jean-Pierre Saint-Ours
2127,6,1752,1827,Claude-Jean Martin
22751,65,1752,1825,Charles Whitworth, 1st Earl Whitworth
3618,38,1752,1810,Francesco Bianchi (composer)
2293,10,1752,1814,John Chisholm (Vicar Apostolic of the Highland District)
4660,4,1752,1803,Peder Rosenstand-Goiske
2996,21,1752,1790,Ludwig August Lebrun
7313,39,1752,1837,Fabian Gottlieb von Osten-Sacken
14933,21,1752,1820,Leonard McNally
3109,2,1752,1817,John Money (aeronaut)
3001,18,1752,1808,Stephen Decatur, Sr.
2284,5,1752,1821,William Angus (engraver)
2915,9,1752,1817,Charles Gratiot, Sr.
4366,44,1752,1799,Marie Jean François Philibert Lecarlier d'Ardon
3842,10,1752,1833,Meno Haas
3072,26,1752,1824,Valentine Quin, 1st Earl of Dunraven and Mount-Earl
5300,5,1752,1818,Justo Antonio de Olaguibel
8430,14,1752,1806,John Williams (Salem, New York)
3100,8,1752,1795,David McKinney (publisher)
3207,12,1752,1840,William Sutton (Southport)
3146,26,1752,1841,Abraham Bing
10942,24,1752,1816,John Fownes Luttrell (1752–1816)
3183,17,1752,1828,Luke Hansard
2728,17,1752,1830,Samuel Denny Street
4566,20,1752,1784,George Baylor
13384,96,1752,1810,William Washington
11249,35,1752,1830,Hugh Elliot
7574,83,1752,1826,George Finch, 9th Earl of Winchilsea
1737,5,1752,1837,Jean Bonvoisin
2816,16,1752,1835,William Patterson (Maryland)
7774,30,1752,1820,Pierre Martin (French Navy officer)
43897,184,1752,1840,Frances Burney
2925,5,1752,1839,John Dodd (bow maker)
5714,27,1752,1825,Marc-Auguste Pictet
5332,8,1752,1829,Charles Wilsonn
8362,48,1752,1832,Antonio Scarpa
2157,6,1752,1797,Joachim Johann Nepomuk Spalowsky
2922,10,1752,1817,Giuseppe Zanoia
1309,14,1752,1835,Songyun
391,6,1752,1776,Francis Geary (British Army officer)
25063,313,1752,1840,Johann Friedrich Blumenbach
4003,12,1752,1798,Józefina Amalia Mniszech
166,3,1752,1827,John George Leake
8322,47,1752,1827,Johann Gottfried Eichhorn
5942,18,1752,1795,Thomas Pelham-Clinton, 3rd Duke of Newcastle
5644,131,1752,1803,Karl von Eckartshausen
21163,452,1752,1809,Thomson J. Skinner
4337,35,1752,1830,Morton Eden, 1st Baron Henley
2938,8,1752,1832,Emanuel von Schimonsky
2701,6,1752,1815,Varvara Golitsyna
5977,18,1752,1811,Matsumura Goshun
1813,7,1752,1823,Claude-Augustin Tercier
3745,17,1752,1795,Josef Reicha
16595,51,1752,1783,Ann Eliza Bleecker
5700,177,1752,1816,Jacob Read
9554,362,1752,1828,Karl Mack von Leiberich
2472,4,1752,1833,Thomas Walford
8213,33,1752,1811,Samuel Story
40096,696,1752,1835,John Nash (architect)
1276,3,1752,1793,Charles-Louis Antiboul
4060,36,1752,1822,Thomas Bulkeley, 7th Viscount Bulkeley
1630,8,1752,1784,Susannah Harrison
4142,4,1752,1838,Elisha Clark
