3496,13,1812,1875,Agenor Romuald Gołuchowski
2867,429,1812,1868,Robert Bernard Hall
9264,23,1812,1895,Max von Widnmann
4661,21,1812,1866,Thomas Musgrave Joy
5250,11,1812,1866,Józef Warszewicz
3805,11,1812,1873,Samuel J. Douglas
4924,4,1812,1896,Leroy J. Halsey
19281,18,1812,-9999,Ghulam Mansoor
3710,17,1812,1897,David Jackson Bailey
24043,24,1812,1894,Duncan Curry
9093,6,1812,1855,Arthur Swift
895,2,1812,1876,Edward Hulme
597,3,1812,1881,Eduard Mayer
8829,3,1812,1871,William Harrison Scarborough
1983,11,1812,1858,Louisa Cranstoun Nisbett
5925,19,1812,1884,Ignaz Kuranda
2186,8,1812,1871,Carl Axel Setterberg
3085,5,1812,1881,Edward Greathed
10086,15,1812,1879,Konrad Martin
5589,14,1812,1870,Calvin Kingsley
5520,11,1812,1897,William Robert Mends
4653,14,1812,1895,Knud Knudsen (linguist)
3000,9,1812,1854,Abraham Neuda
5389,78,1812,1885,Arthur Purves Phayre
9718,5,1812,1885,Ann Hawkshaw
3135,17,1812,1887,Henry T. Ellett
1995,10,1812,1888,Narcisse Blais
1557,8,1812,1895,Joseph G. Thorp
9347,35,1812,1890,Francis Henney Smith
4416,77,1812,1877,Joseph Brooks (politician)
6027,39,1812,1886,Richard March Hoe
5298,7,1812,1877,Sampson Moore
2515,52,1812,1883,Thomas Clarke Theaker
2093,1,1812,1885,Rudolf Ludwig Meyer-Dür
8408,20,1812,1872,Norman Macleod (1812–1872)
7458,46,1812,1884,Francis Seymour, 5th Marquess of Hertford
1975,17,1812,1882,Joachim Marquardt
6402,9,1812,1869,Henry Dwight Terry
5052,9,1812,1891,George Samuel Fereday Smith
2303,64,1812,1877,John Forsyth, Jr.
6210,34,1812,1878,Madame Restell
10490,64,1812,1886,William Fraser Tolmie
1076,4,1812,1891,Major Knight
1397,7,1812,1872,Ana María Martínez de Nisser
2393,7,1812,1893,August Carl Eduard Baldamus
2037,3,1812,1882,William James Scott
3598,8,1812,1889,Peter Charles Gaillard
14073,48,1812,1873,Thomas Amos Rogers Nelson
1822,4,1812,1865,A. A. Julius
1994,9,1812,1880,Reinier Craeyvanger
5435,14,1812,1881,James Brown (bishop of Shrewsbury)
6984,64,1812,1897,Samuel Phillips Lee
2132,21,1812,1889,Sir William Dunbar, 7th Baronet
1446,47,1812,1886,John Yule
4319,10,1812,1904,Stephen de Vere
2869,24,1812,1877,Charles H. Upton
2915,76,1812,1893,David H. Armstrong
12599,214,1812,1877,John D. Lee
3266,18,1812,1857,Nino Chavchavadze
2088,2,1812,1885,William Frazier (Virginia)
1547,8,1812,1861,Samuel Cohen (New South Wales politician)
1187,20,1812,1847,Adolph Göpel
5913,131,1812,1883,Elisha M. Pease
5296,34,1812,1892,Antoine Langlois
3174,3,1812,1880,Alexandre Vuillemin
9426,31,1812,1890,Christian Ferdinand Friedrich Krauss
3340,12,1812,1876,Henri-François-Alphonse Esquiros
1837,12,1812,1866,John Hall Maxwell
15807,52,1812,1875,John Martin (Young Irelander)
3314,14,1812,1848,Ellen Sturgis Hooper
9262,27,1812,1846,Emilie Högquist
2978,7,1812,1889,Michael Baumgarten
9657,326,1812,1883,Augustus C. Dodge
38467,358,1812,1852,Augustus Pugin
1093,6,1812,1877,Johann Adam Heckel
5381,6,1812,1878,Joseph Pere Bell Wilmer
2845,23,1812,1845,William F. Harnden
9247,45,1812,1905,Louisa Hamilton, Duchess of Abercorn
1499,4,1812,1884,Auguste Mestral
6669,149,1812,1885,Thomas W. Bartley
8181,17,1812,1893,George Bariț
1866,16,1812,1896,Ephraim H. Hyde
5152,29,1812,1889,Louis-Victor Sicotte
3076,15,1812,1882,Edward Hammond (politician)
1955,7,1812,1875,Robert Elis
4799,14,1812,1855,Thomas Hiscock
2807,24,1812,1884,Green Adams
24708,96,1812,1873,Samuel Sanders Teulon
1791,9,1812,1899,William Talbott
1959,9,1812,1882,Isidore Blake
2402,5,1812,1882,William Henry Drake
6822,8,1812,1855,Richard Craig (adventurer)
13969,25,1812,1845,John Gilbert (naturalist)
4894,5,1812,1881,Alfred Davidson
16668,41,1812,1888,Juana Navarro Alsbury
3921,6,1812,1884,Jean-Nicolas Laverlochère
1372,4,1812,1882,Giacomo Trécourt
